Description,Severity,Status,First Seen,Issue age,Unit,File,Technology,Lines of code,McCabe complexity,Number of parameters
"4 parameters for unit buildPlanBoundingBoxGraphicCore.ts.buildPlanBoundingBoxGraphic(PlanBoundingBoxPoint[],any,any,CreatePlanBoundingBoxGraphicOptions)",LOW,RAW,2026-07-18,9,"buildPlanBoundingBoxGraphicCore.ts.buildPlanBoundingBoxGraphic(PlanBoundingBoxPoint[],any,any,CreatePlanBoundingBoxGraphicOptions)",src/helpers/ArcGISHelpers/buildPlanBoundingBoxGraphicCore.ts#L36:50,TypeScript,10,2,4
"3 parameters for unit geometryHerhalen.ts.compareGeometriesForSelection(Geometry,Geometry,GeometrySelectionSortContext)",LOW,RAW,2026-07-27,0,"geometryHerhalen.ts.compareGeometriesForSelection(Geometry,Geometry,GeometrySelectionSortContext)",src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/geometryHerhalen.ts#L52:65,TypeScript,10,7,3
"3 parameters for unit SplitPointsOptions.assignPointToGeometryGroup(RawPoint,Map<number, T>,SplitPointsOptions<T>)",LOW,RAW,2026-07-22,5,"SplitPointsOptions.assignPointToGeometryGroup(RawPoint,Map<number, T>,SplitPointsOptions<T>)",backend/src/helpers/queries/geometries/formatPlanGeometries.ts#L43:56,TypeScript,10,2,3
"3 parameters for unit isPointInPolygon.ts.pointInRingRayCast(number,number,number[])",LOW,RAW,2026-07-17,10,"isPointInPolygon.ts.pointInRingRayCast(number,number,number[])",src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/AddToPlan/isPointInPolygon.ts#L22:38,TypeScript,10,4,3
"3 parameters for unit spoedReportSendHelpers.ts.respondSpoedReportError(Response,unknown,string)",LOW,RAW,2026-07-18,9,"spoedReportSendHelpers.ts.respondSpoedReportError(Response,unknown,string)",backend/src/routes/emails/spoedReportSendHelpers.ts#L68:82,TypeScript,10,5,3
"4 parameters for unit filterValidAttachments.ts.filterValidAttachments(any,any,any,any)",LOW,RAW,2026-06-06,51,"filterValidAttachments.ts.filterValidAttachments(any,any,any,any)",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/common/Foto/filterValidAttachments.ts#L3:13,TypeScript,9,6,4
"3 parameters for unit wizardButtonHelpers.ts.createWizardLogStep(ReturnType,any,string)",LOW,RAW,2026-07-17,10,"wizardButtonHelpers.ts.createWizardLogStep(ReturnType,any,string)",src/hooks/wizard/wizardButtonHelpers.ts#L4:15,TypeScript,9,2,3
"3 parameters for unit waarnemingenFilterHelpers.ts.filterWaarnemingenPoints(FinishedFlightPlanType[""points_data""],any,string)",LOW,RAW,2026-07-18,9,"waarnemingenFilterHelpers.ts.filterWaarnemingenPoints(FinishedFlightPlanType[""points_data""],any,string)",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/waarnemingenFilterHelpers.ts#L4:14,TypeScript,8,2,3
"3 parameters for unit waarnemingenFilterHelpers.ts.filterWaarnemingenGeometries(FinishedFlightPlanType[""geometries""],any,string)",LOW,RAW,2026-07-18,9,"waarnemingenFilterHelpers.ts.filterWaarnemingenGeometries(FinishedFlightPlanType[""geometries""],any,string)",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/waarnemingenFilterHelpers.ts#L16:26,TypeScript,8,3,3
"3 parameters for unit PointsFilters.appendFilterParam(Record<string, string | number>,string,unknown)",LOW,RAW,2026-07-22,5,"PointsFilters.appendFilterParam(Record<string, string | number>,string,unknown)",src/hooks/features/usePointsStore.ts#L39:50,TypeScript,8,6,3
"3 parameters for unit installersUpload.ts.fileFilter(any,any,any)",LOW,RAW,2026-07-13,14,"installersUpload.ts.fileFilter(any,any,any)",backend/src/routes/installersUpload.ts#L25:32,TypeScript,8,3,3
"3 parameters for unit useFilterAndSortPlans.ts.useFilterAndSortPlans(FinishedFlightPlanType[],any,string)",LOW,RAW,2026-06-04,53,"useFilterAndSortPlans.ts.useFilterAndSortPlans(FinishedFlightPlanType[],any,string)",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/hooks/useFilterAndSortPlans.ts#L8:18,TypeScript,8,1,3
"3 parameters for unit useEditFormEffects.ts.useClearVerticesOnMetadata(EditFormScreen,void,void)",LOW,RAW,2026-07-18,9,"useEditFormEffects.ts.useClearVerticesOnMetadata(EditFormScreen,void,void)",src/Components/HomePage/Body/Left/Tools/EditGeometry/EditForm/useEditFormEffects.ts#L28:39,TypeScript,8,2,3
"3 parameters for unit logoutHandler.ts.revokeRefreshTokenIfPresent(any,any,any)",LOW,RAW,2026-07-22,5,"logoutHandler.ts.revokeRefreshTokenIfPresent(any,any,any)",backend/src/routes/auth/authKeycloak/logoutHandler.ts#L14:25,TypeScript,8,3,3
"3 parameters for unit legacyAuthUsageMonitor.ts.logLegacyUsage(Parameters<RequestHandler>,Record<string, string>,any)",LOW,RAW,2026-07-18,9,"legacyAuthUsageMonitor.ts.logLegacyUsage(Parameters<RequestHandler>,Record<string, string>,any)",backend/src/helpers/auth/legacyAuthUsageMonitor.ts#L9:18,TypeScript,7,1,3
"3 parameters for unit realmAdminAuth.ts.requireAdmin(any,any,any)",LOW,RAW,2026-07-13,14,"realmAdminAuth.ts.requireAdmin(any,any,any)",backend/src/helpers/auth/realmAdminAuth.ts#L20:26,TypeScript,7,2,3
"3 parameters for unit WizardPointsListProps.togglePointInList(number,number[],void)",LOW,RAW,2026-07-04,23,"WizardPointsListProps.togglePointInList(number,number[],void)",src/Components/HomePage/Body/Left/Common/WizardPointsList.tsx#L24:34,TypeScript,7,2,3
"3 parameters for unit updateGeometryTransactionHelpers.ts.fetchGeometryWithPoints(PoolClient,number,Record<string, unknown>)",LOW,RAW,2026-07-18,9,"updateGeometryTransactionHelpers.ts.fetchGeometryWithPoints(PoolClient,number,Record<string, unknown>)",backend/src/helpers/queries/geometries/updateGeometryTransactionHelpers.ts#L48:58,TypeScript,7,1,3
"3 parameters for unit reportUpload.ts.filename(any,any,any)",LOW,RAW,2026-06-04,53,"reportUpload.ts.filename(any,any,any)",backend/src/routes/reportUpload.ts#L19:24,TypeScript,6,4,3
"3 parameters for unit resolveFlightPlanQueryDefaults.ts.defaultOrderBy(string,FlightPlanColumnPreset,string)",LOW,RAW,2026-07-22,5,"resolveFlightPlanQueryDefaults.ts.defaultOrderBy(string,FlightPlanColumnPreset,string)",backend/src/helpers/queries/flight-plans/resolveFlightPlanQueryDefaults.ts#L39:48,TypeScript,6,3,3
"3 parameters for unit buildPointUpdatePayload.ts.buildPointCorePayload(PointUpdateFormFields,Partial<PointUpdateFormFields>,any)",LOW,RAW,2026-07-14,13,"buildPointUpdatePayload.ts.buildPointCorePayload(PointUpdateFormFields,Partial<PointUpdateFormFields>,any)",src/helpers/points/buildPointUpdatePayload.ts#L7:15,TypeScript,6,1,3
"3 parameters for unit LegendSectionCore.ts.resolveParentGate(string|undefined,boolean,boolean|undefined)",LOW,RAW,2026-07-18,9,"LegendSectionCore.ts.resolveParentGate(string|undefined,boolean,boolean|undefined)",src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Common/LegendSectionCore.ts#L43:52,TypeScript,6,3,3
"3 parameters for unit useBottomPanelDragListeners.ts.useBottomPanelDragListeners(ReturnType,any,void)",LOW,RAW,2026-07-18,9,"useBottomPanelDragListeners.ts.useBottomPanelDragListeners(ReturnType,any,void)",src/Components/HomePage/Body/MapViewComp/useBottomPanelDragListeners.ts#L5:13,TypeScript,6,1,3
"3 parameters for unit removeFlightPlanFilterEffects.ts.visibleRemovePlans(FlightPlanType[],any,boolean)",LOW,RAW,2026-07-18,9,"removeFlightPlanFilterEffects.ts.visibleRemovePlans(FlightPlanType[],any,boolean)",src/Components/HomePage/Body/Left/Voorbereiding/RemoveFlightPlan/removeFlightPlanFilterEffects.ts#L38:46,TypeScript,6,3,3
"3 parameters for unit ImportPointsWriter.constructor(PoolClient,NormalizedImportRow[],unknown[])",LOW,RAW,2026-07-01,26,"ImportPointsWriter.constructor(PoolClient,NormalizedImportRow[],unknown[])",backend/src/helpers/points/createPointFromImportDb.ts#L78:86,TypeScript,5,1,3
"3 parameters for unit buildEditPointStep2Sub1Handlers.ts.buildEditPointStep2Sub1Handlers(Pick<EditPointMapStepProps, ""setSubStep"" | ""setStep"" | ""handleSubmit"">,ReturnType,any)",LOW,RAW,2026-07-18,9,"buildEditPointStep2Sub1Handlers.ts.buildEditPointStep2Sub1Handlers(Pick<EditPointMapStepProps, ""setSubStep"" | ""setStep"" | ""handleSubmit"">,ReturnType,any)",src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/EditPointDetails/Steps/Step2/buildEditPointStep2Sub1Handlers.ts#L4:9,TypeScript,5,1,3
"4 parameters for unit useWizardCleanup.ts.runWizardCleanup(Array,any,any,any)",LOW,RAW,2026-06-10,47,"useWizardCleanup.ts.runWizardCleanup(Array,any,any,any)",src/hooks/wizard/useWizardCleanup.ts#L1:7,TypeScript,5,2,4
"4 parameters for unit buildGeometriesListQuery.ts.appendRegioCondition(string[],unknown[],ReturnType,any)",LOW,RAW,2026-07-27,0,"buildGeometriesListQuery.ts.appendRegioCondition(string[],unknown[],ReturnType,any)",backend/src/routes/geometries/buildGeometriesListQuery.ts#L8:16,TypeScript,5,3,4
"3 parameters for unit runReturningUpdate.ts.shouldReportNotFound(QueryResult,boolean,UpdateExecutionConfig)",LOW,RAW,2026-07-22,5,"runReturningUpdate.ts.shouldReportNotFound(QueryResult,boolean,UpdateExecutionConfig)",backend/src/helpers/http/runReturningUpdate.ts#L60:68,TypeScript,5,3,3
"3 parameters for unit reportUpload.ts.fileFilter(express.Request,Express.Multer.File,multer.FileFilterCallback)",LOW,RAW,2026-07-13,14,"reportUpload.ts.fileFilter(express.Request,Express.Multer.File,multer.FileFilterCallback)",backend/src/routes/reportUpload.ts#L27:31,TypeScript,5,4,3
"3 parameters for unit useGetFlightTimesDistance.ts.useGetFlightTimesDistance(any,any,any)",LOW,RAW,2026-07-17,10,"useGetFlightTimesDistance.ts.useGetFlightTimesDistance(any,any,any)",src/hooks/useGetFlightTimesDistance.ts#L10:16,TypeScript,5,1,3
"3 parameters for unit FlightPlanListResolvedErrorOptions.buildFlightPlanErrorMessage(string,string,boolean)",LOW,RAW,2026-07-22,5,"FlightPlanListResolvedErrorOptions.buildFlightPlanErrorMessage(string,string,boolean)",backend/src/helpers/queries/flight-plans/sendFlightPlanListError.ts#L10:18,TypeScript,5,3,3
"4 parameters for unit mapPointerHoverHandler.ts.resolveMapHoverHitTestOptions(any,any,any,any)",LOW,RAW,2026-07-27,0,"mapPointerHoverHandler.ts.resolveMapHoverHitTestOptions(any,any,any,any)",src/Components/HomePage/Body/MapViewComp/mapPointerHoverHandler.ts#L19:24,TypeScript,4,2,4
"3 parameters for unit helpers.ts.getUserRolesForRequest(string,any,any)",LOW,RAW,2026-06-29,28,"helpers.ts.getUserRolesForRequest(string,any,any)",backend/src/routes/keycloak/management/users/helpers.ts#L53:56,TypeScript,4,1,3
"3 parameters for unit installersUpload.ts.filename(any,any,any)",LOW,RAW,2026-07-13,14,"installersUpload.ts.filename(any,any,any)",backend/src/routes/installersUpload.ts#L12:15,TypeScript,4,2,3
"3 parameters for unit selectPoint(any,any,any)",LOW,RAW,2026-07-14,13,"selectPoint(any,any,any)",src/hooks/features/useRenderPoints.ts#L22:25,TypeScript,4,1,3
"3 parameters for unit selectAction(Parameters,any,string)",LOW,RAW,2026-07-14,13,"selectAction(Parameters,any,string)",src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/SelectedPointDetails/index.tsx#L21:27,TypeScript,4,1,3
"3 parameters for unit buildDeletePointStep2Sub1Handlers.ts.buildDeletePointStep2Sub1Handlers(EditPointMapStepProps,ReturnType,any)",LOW,RAW,2026-07-18,9,"buildDeletePointStep2Sub1Handlers.ts.buildDeletePointStep2Sub1Handlers(EditPointMapStepProps,ReturnType,any)",src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step2/buildDeletePointStep2Sub1Handlers.ts#L4:8,TypeScript,4,1,3
"3 parameters for unit CachedAdminToken.getCachedAdminToken(string,any,any)",LOW,RAW,2026-07-14,13,"CachedAdminToken.getCachedAdminToken(string,any,any)",backend/src/services/keycloakAdminTokenCache.ts#L7:10,TypeScript,4,3,3
"3 parameters for unit flightPlanExtraColumns.ts.flightPlanExtraColumns(string,any,any)",LOW,RAW,2026-07-18,9,"flightPlanExtraColumns.ts.flightPlanExtraColumns(string,any,any)",backend/src/helpers/queries/flight-plans/flightPlanExtraColumns.ts#L1:6,TypeScript,3,1,3
"3 parameters for unit arcgisTokenConfigResolve.ts.pickNumericField(ArcgisTokenConfig|undefined,any,any)",LOW,RAW,2026-07-18,9,"arcgisTokenConfigResolve.ts.pickNumericField(ArcgisTokenConfig|undefined,any,any)",backend/src/services/arcgisTokenConfigResolve.ts#L41:46,TypeScript,3,3,3
"3 parameters for unit verifyLoggedResponse.ts.jsonVerifyResponse(Response,number|undefined,object)",LOW,RAW,2026-07-22,5,"verifyLoggedResponse.ts.jsonVerifyResponse(Response,number|undefined,object)",backend/src/routes/auth2/verifyLoggedResponse.ts#L23:29,TypeScript,3,2,3
"4 parameters for unit templateFlightWizardCleanup.ts.runTemplateFlightWizardCleanup(Array,any,void,void)",LOW,RAW,2026-07-22,5,"templateFlightWizardCleanup.ts.runTemplateFlightWizardCleanup(Array,any,void,void)",src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/helpers/templateFlightWizardCleanup.ts#L19:25,TypeScript,3,1,4
"3 parameters for unit Fase3.tsx.collectIds(Array<{ id: number }>,any,any)",LOW,RAW,2026-07-22,5,"Fase3.tsx.collectIds(Array<{ id: number }>,any,any)",src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/TemplateFlights/Fase3.tsx#L14:16,TypeScript,3,2,3
